vehicle_id,initial_location_x,initial_location_y,path,speed,computing_power,current_location_x,current_location_y
10,877.339353380981,257.9416277151556,"[(877.339353380981, 257.9416277151556), (659.9840460341791, 817.2222002012159), (877.339353380981, 257.9416277151556), (835.302495589238, 320.78006497173584), (174.36642900499143, 690.9377381024659), (659.9840460341791, 817.2222002012159), (590.8929431882418, 677.5643618422824), (659.9840460341791, 817.2222002012159)]",10.733664057811957,2.009747777376083,877.339353380981,257.9416277151556
11,278.64646423661145,908.2658859666537,"[(278.64646423661145, 908.2658859666537), (835.302495589238, 320.78006497173584), (174.36642900499143, 690.9377381024659), (36.88694735453279, 609.5643339798969), (174.36642900499143, 690.9377381024659)]",10.609443054671884,4.468859924298894,278.64646423661145,908.2658859666537
12,502.67902322886147,51.47875124998935,"[(502.67902322886147, 51.47875124998935), (489.452760277563, 985.6504541106007), (835.302495589238, 320.78006497173584), (877.339353380981, 257.9416277151556), (226.49577519793795, 645.1727904094498)]",24.74810412187638,1.7291355139038322,502.67902322886147,51.47875124998935
13,278.64646423661145,908.2658859666537,"[(278.64646423661145, 908.2658859666537), (971.7820827209607, 962.4472949421113), (278.64646423661145, 908.2658859666537)]",20.706711280310472,1.9328656461992049,278.64646423661145,908.2658859666537
14,632.3058305935795,633.5297107608947,"[(632.3058305935795, 633.5297107608947), (489.452760277563, 985.6504541106007), (239.56189066697243, 144.89487209122308), (489.452760277563, 985.6504541106007), (278.64646423661145, 908.2658859666537), (877.339353380981, 257.9416277151556)]",19.968843978581145,1.3476811523496948,632.3058305935795,633.5297107608947
15,835.302495589238,320.78006497173584,"[(835.302495589238, 320.78006497173584), (489.452760277563, 985.6504541106007), (835.302495589238, 320.78006497173584), (877.339353380981, 257.9416277151556), (186.51851039985422, 40.77514155476392), (703.0189588951779, 363.629602379294), (590.8929431882418, 677.5643618422824), (36.88694735453279, 609.5643339798969)]",17.575452519025788,2.3497873354876724,835.302495589238,320.78006497173584
16,174.36642900499143,690.9377381024659,"[(174.36642900499143, 690.9377381024659), (659.9840460341791, 817.2222002012159), (590.8929431882418, 677.5643618422824), (386.7353463005374, 936.7299887367345)]",19.964953956978803,2.321393925123656,174.36642900499143,690.9377381024659
17,659.9840460341791,817.2222002012159,"[(659.9840460341791, 817.2222002012159), (278.64646423661145, 908.2658859666537), (761.6196153287176, 237.63754399239966)]",14.506655954250565,2.4614272786962306,659.9840460341791,817.2222002012159
18,186.51851039985422,40.77514155476392,"[(186.51851039985422, 40.77514155476392), (877.339353380981, 257.9416277151556), (186.51851039985422, 40.77514155476392), (703.0189588951779, 363.629602379294), (113.47352124058906, 924.6936182785628), (242.05527151150042, 672.1355474058786)]",20.490227791405093,2.641587307958646,186.51851039985422,40.77514155476392
19,300.8783098167697,284.8404943774676,"[(300.8783098167697, 284.8404943774676), (251.78229582536414, 497.2485058923854), (489.452760277563, 985.6504541106007), (239.56189066697243, 144.89487209122308), (242.05527151150042, 672.1355474058786), (728.2163486118595, 367.7831327192532), (36.88694735453279, 609.5643339798969), (226.49577519793795, 645.1727904094498), (877.339353380981, 257.9416277151556), (278.64646423661145, 908.2658859666537)]",26.417229463067052,3.8738290833462146,300.8783098167697,284.8404943774676
