vehicle_id,initial_location_x,initial_location_y,path,speed,computing_power,current_location_x,current_location_y
10,820.4268437712681,651.484771857788,"[(820.4268437712681, 651.484771857788), (657.1113285001668, 435.67289867789106), (214.58911970837414, 377.25908322797585), (336.5542148887265, 655.7226353807422), (385.39662096556503, 681.6136689727897)]",21.948262043406167,3.4020674417346135,820.4268437712681,651.484771857788
11,336.5542148887265,655.7226353807422,"[(336.5542148887265, 655.7226353807422), (820.4268437712681, 651.484771857788), (763.3644230039109, 806.9129770507794), (820.4268437712681, 651.484771857788), (657.1113285001668, 435.67289867789106), (346.3043210894008, 464.6738129396114), (763.3644230039109, 806.9129770507794)]",17.66277056498995,3.07567082113135,336.5542148887265,655.7226353807422
12,730.0393165618185,47.71612769164879,"[(730.0393165618185, 47.71612769164879), (38.963132310233625, 618.2538843378928), (348.33660445319737, 936.6481518557073), (730.0393165618185, 47.71612769164879), (175.33026988933852, 17.161101831750237), (649.7736826427633, 48.058924197033726)]",22.063042189327764,1.9813964387252838,730.0393165618185,47.71612769164879
13,820.4268437712681,651.484771857788,"[(820.4268437712681, 651.484771857788), (949.1457315913859, 886.6803872980475), (385.39662096556503, 681.6136689727897), (933.436308079483, 501.0398839152592), (657.1113285001668, 435.67289867789106)]",24.430657222438114,3.4416186680318304,820.4268437712681,651.484771857788
14,206.6843598767454,273.96112732113374,"[(206.6843598767454, 273.96112732113374), (340.62456946424004, 260.69452823590314), (348.33660445319737, 936.6481518557073), (340.62456946424004, 260.69452823590314)]",12.700025548424138,2.935019767729651,206.6843598767454,273.96112732113374
15,385.39662096556503,681.6136689727897,"[(385.39662096556503, 681.6136689727897), (933.436308079483, 501.0398839152592), (615.8511643899138, 943.8916045607572), (311.4133093912942, 979.5105286215086), (260.893623341714, 15.30454029038475), (311.4133093912942, 979.5105286215086)]",26.928156986291146,4.8209452508939155,385.39662096556503,681.6136689727897
16,949.1457315913859,886.6803872980475,"[(949.1457315913859, 886.6803872980475), (91.79906581344189, 94.15698826856011), (336.5542148887265, 655.7226353807422), (91.79906581344189, 94.15698826856011)]",12.131965062675436,1.300551126943235,949.1457315913859,886.6803872980475
17,636.4035974460113,800.9492946823997,"[(636.4035974460113, 800.9492946823997), (566.0372104940762, 158.64644764249104), (336.5542148887265, 655.7226353807422)]",23.768047928554722,2.739309354414985,636.4035974460113,800.9492946823997
18,175.33026988933852,17.161101831750237,"[(175.33026988933852, 17.161101831750237), (763.3644230039109, 806.9129770507794), (175.33026988933852, 17.161101831750237), (649.7736826427633, 48.058924197033726), (949.1457315913859, 886.6803872980475)]",15.442902744599253,3.3609226674763484,175.33026988933852,17.161101831750237
19,128.50035323391018,811.204176736003,"[(128.50035323391018, 811.204176736003), (346.3043210894008, 464.6738129396114), (657.1113285001668, 435.67289867789106), (346.3043210894008, 464.6738129396114), (496.0374542934062, 692.8903586919394), (214.58911970837414, 377.25908322797585), (657.1113285001668, 435.67289867789106)]",13.702658576772393,3.1676037895134326,128.50035323391018,811.204176736003
